bag,ztop,Year,Deuterium,temperature
2148,1180.85,82973.68,-415.2,214
2149,1181.4,83018.3,-414.3,214.1
2150,1181.95,83063.79,-421,213
2151,1182.5,83110.54,-416.3,213.8
2152,1183.05,83157.38,-418.3,213.5
2153,1183.6,83202.98,-413,214.3
2154,1184.15,83248.05,-419.2,213.3
2155,1184.7,83294.14,-413.8,214.2
2156,1185.25,83338.54,-414.2,214.1
2157,1185.8,83382.31,-408.5,215.1
2158,1186.35,83422.87,-409.4,214.9
2159,1186.9,83464.11,-412.5,214.4
2160,1187.45,83505.55,-408.4,215.1
2161,1188,83547.02,-412.2,214.5
2162,1188.55,83589.23,-413.9,214.2
2163,1189.1,83632.83,-408.9,215
2164,1189.65,83674.56,-417.1,213.7
2165,1190.2,83718.79,-412.2,214.5
2166,1190.75,83760.27,-401.8,216.2
2167,1191.3,83800.29,-413.4,214.3
2168,1191.85,83841.72,-412.1,214.5
2169,1192.4,83884.49,-407.2,215.3
2170,1192.95,83924.55,-411.5,214.6
2171,1193.5,83966.59,-413.1,214.3
2172,1194.05,84009.7,-413,214.4
2173,1194.6,84052.41,-409.4,214.9
2174,1195.15,84094.57,-414.3,214.1
2175,1195.7,84137.89,-405.5,215.6
2176,1196.25,84177.27,-411.7,214.6
2177,1196.8,84218.01,-405.4,215.6
2178,1197.35,84257.71,-406.4,215.4
2179,1197.9,84296.64,-407.1,215.3
2180,1198.45,84336.02,-407.5,215.3
2181,1199,84375.5,-405.3,215.6
2182,1199.55,84413.95,-404.3,215.8
2183,1200.1,84453.42,-412.6,214.4
2184,1200.65,84494.84,-411,214.7
2185,1201.2,84537.19,-411.9,214.5
2186,1201.75,84580.09,-414.8,214.1
2187,1202.3,84623.62,-407.5,215.3
2188,1202.85,84665.84,-415.1,214
2189,1203.4,84708.8,-412.3,214.5
2190,1203.95,84752.11,-410.7,214.7
2191,1204.5,84794.62,-412.8,214.4
2192,1205.05,84837.49,-405.8,215.6
2193,1205.6,84876.48,-405.5,215.6
2194,1206.15,84917.51,-418.7,213.4
2195,1206.7,84961.11,-410.8,214.7
2196,1207.25,85005.39,-414.1,214.2
2197,1207.8,85048.65,-411.1,214.7
2198,1208.35,85090.98,-404.9,215.7
2199,1208.9,85130.3,-415,214
2200,1209.45,85174.18,-410.6,214.8
2201,1210,85217.63,-415.5,214
2202,1210.55,85261.08,-410.1,214.8
2203,1211.1,85305.68,-419.9,213.2
2204,1211.65,85351.32,-413.3,214.3
2205,1212.2,85396.8,-416,213.9
2206,1212.75,85442.43,-417.2,213.7
2207,1213.3,85488.73,-411.2,214.7
2208,1213.85,85531.59,-411.9,214.6
2209,1214.4,85575.11,-416.3,213.8
2210,1214.95,85620.25,-413.5,214.3
2211,1215.5,85665.11,-414.9,214.1
2212,1216.05,85709.41,-412,214.5
2213,1216.6,85752.76,-410.2,214.8
2214,1217.15,85795.44,-413.7,214.3
2215,1217.7,85839.48,-416.4,213.8
2216,1218.25,85885.66,-420.5,213.1
2217,1218.8,85935.09,-415.9,213.9
2218,1219.35,85980.7,-409.9,214.9
2219,1219.9,86024.36,-422.6,212.8
2220,1220.45,86073.3,-418.2,213.5
2221,1221,86121.38,-416.4,213.8
2222,1221.55,86168.39,-418.3,213.5
2223,1222.1,86216.18,-419.7,213.3
2224,1222.65,86264.16,-416,213.9
2225,1223.2,86309.02,-406.2,215.5
2226,1223.75,86352.66,-419.5,213.3
2227,1224.3,86398.8,-418.5,213.5
2228,1224.85,86446.87,-417.4,213.7
2229,1225.4,86494.41,-418.3,213.5
2230,1225.95,86542.64,-421.9,212.9
2231,1226.5,86592.29,-414.4,214.2
2232,1227.05,86638.54,-420.8,213.1
2233,1227.6,86688.13,-420.3,213.2
2234,1228.15,86737.78,-420.4,213.2
2235,1228.7,86787.34,-417.4,213.7
2236,1229.25,86834.85,-419,213.4
2237,1229.8,86883.52,-423.1,212.7
2238,1230.35,86935.41,-422.2,212.9
2239,1230.9,86986.69,-422.1,212.9
2240,1231.45,87037.86,-422,212.9
2241,1232,87088.73,-417.9,213.6
2242,1232.55,87136.91,-419.1,213.4
2243,1233.1,87185.7,-420.6,213.1
2244,1233.65,87235.64,-416.8,213.8
2245,1234.2,87282.97,-425.7,212.3
2246,1234.75,87336.99,-421.9,212.9
2247,1235.3,87388.33,-422.3,212.9
2248,1235.85,87439.8,-422.5,212.8
2249,1236.4,87491.29,-420.4,213.2
2250,1236.95,87541.98,-425.4,212.3
2251,1237.5,87595.56,-424.6,212.5
2252,1238.05,87649.53,-426.5,212.2
2253,1238.6,87704.74,-428.1,211.9
2254,1239.15,87761.21,-428.5,211.8
2255,1239.7,87816.4,-419,213.4
2256,1240.25,87868.45,-427.1,212.1
2257,1240.8,87922.59,-425.3,212.4
2258,1241.35,87977.27,-427,212.1
2259,1241.9,88032.79,-422.5,212.8
2260,1242.45,88084.86,-429.8,211.6
2261,1243,88142.62,-424.6,212.5
2262,1243.55,88197.85,-430.3,211.5
2263,1244.1,88256.55,-433.7,211
2264,1244.65,88318.63,-436.3,210.6
2265,1245.2,88383.18,-437.3,210.4
2266,1245.75,88448.07,-430.1,211.6
2267,1246.3,88506.76,-423.6,212.7
2268,1246.85,88562.36,-430.6,211.5
2269,1247.4,88620.66,-432.7,211.1
2270,1247.95,88681.59,-429.5,211.7
2271,1248.5,88740.26,-431.8,211.3
2272,1249.05,88799.31,-424.1,212.6
2273,1249.6,88856.26,-435.4,210.7
2274,1250.15,88916.37,-425.8,212.3
2275,1250.7,88974.01,-432.6,211.2
2276,1251.25,89034.55,-429.9,211.6
2277,1251.8,89093.06,-427,212.1
2278,1252.35,89149.34,-425.5,212.3
2279,1252.9,89204.38,-425.2,212.4
2280,1253.45,89260.06,-430.3,211.5
2281,1254,89318.27,-429.9,211.6
2282,1254.55,89376.96,-426.5,212.2
2283,1255.1,89433.2,-432.1,211.2
2284,1255.65,89493.46,-425.6,212.3
2285,1256.2,89549.95,-429.3,211.7
2286,1256.75,89608.51,-432.9,211.1
2287,1257.3,89668.38,-424.9,212.4
2288,1257.85,89724.59,-427.7,212
2289,1258.4,89781.33,-428.4,211.9
2290,1258.95,89838.76,-424.9,212.4
2291,1259.5,89893.27,-422.3,212.9
2292,1260.05,89946.24,-424.4,212.5
2293,1260.6,89999.58,-421.3,213
2294,1261.15,90052.15,-423.9,212.6
2295,1261.7,90104.93,-421.3,213
2296,1262.25,90158.63,-429.4,211.7
2297,1262.8,90215.65,-428.5,211.8
2298,1263.35,90273.29,-424.6,212.5
2299,1263.9,90328.54,-427.3,212
2300,1264.45,90385.3,-427.7,212
2301,1265,90441.7,-418.7,213.5
2302,1265.55,90492.44,-420,213.2
2303,1266.1,90543.15,-421.4,213
2304,1266.65,90594.62,-419.7,213.3
2305,1267.2,90645.51,-421,213.1
2306,1267.75,90697.11,-422.2,212.9
2307,1268.3,90750.59,-428.1,211.9
2308,1268.85,90807.3,-427.4,212
2309,1269.4,90863.12,-419.2,213.4
2310,1269.95,90915.37,-421.7,212.9
2311,1270.5,90967.26,-422,212.9
2312,1271.05,91020.08,-423.8,212.6
2313,1271.6,91073.23,-418.8,213.4
2314,1272.15,91123.22,-413.9,214.2
2315,1272.7,91171.09,-420.7,213.1
2316,1273.25,91221.95,-423,212.7
2317,1273.8,91275.23,-423.4,212.7
2318,1274.35,91329.07,-423,212.7
2319,1274.9,91382.74,-423.4,212.7
2320,1275.45,91436.36,-414.4,214.1
2321,1276,91483.52,-428.9,211.7
2322,1276.55,91542.13,-425.8,212.3
2323,1277.1,91598.14,-422.5,212.8
2324,1277.65,91651.52,-420,213.2
2325,1278.2,91705.36,-431.3,211.3
2326,1278.75,91764.38,-430.2,211.5
2327,1279.3,91824.88,-428.9,211.7
2328,1279.85,91884.26,-427.9,211.9
2329,1280.4,91942.38,-426.1,212.2
2330,1280.95,91998.96,-424.4,212.5
2331,1281.5,92053.54,-419.8,213.2
2332,1282.05,92105.98,-421.5,213
2333,1282.6,92158.95,-424.6,212.4
2334,1283.15,92213.77,-424.8,212.4
2335,1283.7,92268.78,-421.5,213
2336,1284.25,92323.24,-430.2,211.5
2337,1284.8,92382.71,-425.1,212.4
2338,1285.35,92439.02,-428.6,211.8
2339,1285.9,92497.57,-425.8,212.2
2340,1286.45,92554.62,-425.5,212.3
2341,1287,92612.16,-431,211.4
2342,1287.55,92670.22,-415.8,213.9
2343,1288.1,92721.45,-420.2,213.2
2344,1288.65,92773.16,-424.1,212.5
2345,1289.2,92828.09,-426.8,212.1
2346,1289.75,92885.65,-427.7,211.9
2347,1290.3,92943.5,-422.1,212.8
2348,1290.85,92998.18,-424.6,212.4
2349,1291.4,93053.48,-424.2,212.5
2350,1291.95,93108.11,-419.9,213.2
2351,1292.5,93161.2,-422.3,212.8
2352,1293.05,93214.59,-422.6,212.8
2353,1293.6,93268.62,-422.5,212.8
2354,1294.15,93323.03,-425.1,212.3
2355,1294.7,93379.07,-425.6,212.3
2356,1295.25,93435.85,-424.3,212.5
2357,1295.8,93491.38,-422.1,212.8
2358,1296.35,93544.41,-415.2,214
2359,1296.9,93594.31,-421.6,212.9
2360,1297.45,93647.24,-424.3,212.5
2361,1298,93701.73,-419.7,213.2
2362,1298.55,93754.65,-421,213
2363,1299.1,93806.23,-415.7,213.9
2364,1299.65,93857.85,-425.9,212.2
2365,1300.2,93911.53,-418.6,213.4
2366,1300.75,93964.18,-419.9,213.2
2367,1301.3,94015.96,-419.7,213.2
2368,1301.85,94067.8,-419.2,213.3
2369,1302.4,94119.95,-422.7,212.7
2370,1302.95,94174.41,-426.8,212.1
2371,1303.5,94231.96,-418,213.5
2372,1304.05,94282.84,-422.4,212.8
2373,1304.6,94337.06,-421.4,213
2374,1305.15,94390.84,-424,212.5
2375,1305.7,94445.28,-416.7,213.7
2376,1306.25,94495.81,-415.8,213.9
2377,1306.8,94545.12,-417.8,213.5
2378,1307.35,94595.27,-417.2,213.6
2379,1307.9,94645.7,-419.1,213.3
2380,1308.45,94698.17,-426,212.2
2381,1309,94753.67,-420.7,213.1
2382,1309.55,94807.5,-419.7,213.2
2383,1310.1,94858.19,-411.5,214.6
2384,1310.65,94907.84,-423.7,212.6
2385,1311.2,94959.98,-418.8,213.4
2386,1311.75,95012.06,-417,213.7
2387,1312.3,95062.84,-419.1,213.3
2388,1312.85,95114.25,-419.5,213.3
2389,1313.4,95166.09,-418.4,213.4
2390,1313.95,95217.15,-416.4,213.8
2391,1314.5,95267.15,-416.7,213.7
2392,1315.05,95316.7,-415.2,214
2393,1315.6,95365.71,-415.7,213.9
2394,1316.15,95416.2,-424.1,212.5
2395,1316.7,95469.23,-414.3,214.1
2396,1317.25,95519.38,-418,213.5
2397,1317.8,95570.52,-422.9,212.7
2398,1318.35,95624.09,-415.8,213.9
2399,1318.9,95674.61,-420,213.2
2400,1319.45,95726.84,-420.1,213.2
2401,1320,95779.69,-420.7,213.1
2402,1320.55,95833.01,-427.2,212
2403,1321.1,95891.26,-418.5,213.4
2404,1321.65,95943.16,-414,214.2
2405,1322.2,95990.86,-406.7,215.4
2406,1322.75,96034.3,-408.4,215.1
2407,1323.3,96078.5,-415.4,214
2408,1323.85,96126.66,-410.8,214.7
2409,1324.4,96172.8,-412.1,214.5
2410,1324.95,96219.9,-416.9,213.7
2411,1325.5,96269.16,-415.2,214
2412,1326.05,96318.35,-415,214
2413,1326.6,96367.91,-419.3,213.3
2414,1327.15,96420.04,-422.7,212.8
2415,1327.7,96474.5,-420,213.2
2416,1328.25,96527.83,-420.6,213.1
2417,1328.8,96581.32,-422.4,212.8
2418,1329.35,96636.26,-420.3,213.2
2419,1329.9,96689.59,-419.9,213.2
2420,1330.45,96742.89,-422.6,212.8
2421,1331,96797.04,-417.6,213.6
2422,1331.55,96849.39,-420.5,213.1
2423,1332.1,96902.67,-422,212.9
2424,1332.65,96955.92,-415.7,213.9
2425,1333.2,97007.56,-420.2,213.2
2426,1333.75,97060.35,-422.2,212.8
2427,1334.3,97112.5,-409.7,214.9
2428,1334.85,97161.55,-419.1,213.4
2429,1335.4,97213.34,-425.6,212.3
2430,1335.95,97268.57,-415.2,214
2431,1336.5,97320.02,-419.2,213.3
2432,1337.05,97371.57,-416.3,213.8
2433,1337.6,97421.61,-412.7,214.4
2434,1338.15,97470.19,-418,213.5
2435,1338.7,97521.49,-421.8,212.9
2436,1339.25,97575.64,-419.6,213.3
2437,1339.8,97628.37,-412.5,214.5
2438,1340.35,97676.96,-425.5,212.3
2439,1340.9,97734.15,-421.3,213
2440,1341.45,97788.51,-418.8,213.4
2441,1342,97840.47,-413.3,214.3
2442,1342.55,97890,-423.2,212.7
2443,1343.1,97944.13,-416.1,213.9
2444,1343.65,97995.8,-419.2,213.4
2445,1344.2,98047.46,-415.8,213.9
2446,1344.75,98098.49,-418.7,213.4
2447,1345.3,98150.33,-418.6,213.5
2448,1345.85,98203.81,-424.7,212.4
2449,1346.4,98257.59,-411.7,214.6
2450,1346.95,98308.66,-421.1,213
2451,1347.5,98360.12,-415.7,213.9
2452,1348.05,98411.25,-416.3,213.8
2453,1348.6,98461.47,-415.7,213.9
2454,1349.15,98511.74,-416.6,213.8
2455,1349.7,98562.05,-415.4,214
2456,1350.25,98613.05,-420.7,213.1
2457,1350.8,98666.07,-419.4,213.3
2458,1351.35,98718.46,-413.4,214.3
2459,1351.9,98769.04,-423.2,212.7
2460,1352.45,98823.55,-418.8,213.4
2461,1353,98876.77,-419.6,213.3
2462,1353.55,98929.8,-411.3,214.7
2463,1354.1,98977.05,-415.6,214
2464,1354.65,99027.08,-419.2,213.4
2465,1355.2,99079.98,-421.2,213
2466,1355.75,99134.75,-420.6,213.1
2467,1356.3,99188.97,-419.1,213.4
2468,1356.85,99241.41,-413.3,214.3
2469,1357.4,99290.93,-417.2,213.7
2470,1357.95,99341.69,-415.4,214
2471,1358.5,99392.99,-423.1,212.7
2472,1359.05,99446.69,-412.5,214.5
2473,1359.6,99497.91,-422.6,212.8
2474,1360.15,99551.45,-418.2,213.5
2475,1360.7,99604.64,-418,213.6
2476,1361.25,99655.86,-412.8,214.4
2477,1361.8,99706,-418.3,213.5
2478,1362.35,99756.17,-412.5,214.5
2479,1362.9,99806.5,-419.4,213.3
2480,1363.45,99859.19,-422.5,212.8
2481,1364,99914.62,-421.4,213
2482,1364.55,99969.56,-417.7,213.6
2483,1365.1,100022.7,-422.3,212.9
2484,1365.65,100078,-417.3,213.7
2485,1366.2,100130.2,-424.5,212.5
2486,1366.75,100187.5,-416.4,213.8
2487,1367.3,100239.6,-418.7,213.5
2488,1367.85,100292.3,-418.5,213.5
2489,1368.4,100346.4,-425.8,212.3
2490,1368.95,100404.3,-424.1,212.6
2491,1369.5,100462.1,-421.5,213
2492,1370.05,100517.7,-418.8,213.5
2493,1370.6,100571.7,-422.2,212.9
2494,1371.15,100627.5,-420.9,213.1
2495,1371.7,100682.6,-418.7,213.5
2496,1372.25,100735.6,-415.7,214
2497,1372.8,100786.9,-421.8,213
2498,1373.35,100841.6,-415.7,214
2499,1373.9,100893.1,-415.5,214
2500,1374.45,100944,-418,213.6
2501,1375,100996.3,-417.7,213.6
2502,1375.55,101050,-424.2,212.6
2503,1376.1,101105.3,-416.3,213.9
2504,1376.65,101159,-420.7,213.1
2505,1377.2,101212.4,-416.4,213.9
2506,1377.75,101264.4,-414.9,214.1
2507,1378.3,101315.7,-419.8,213.3
2508,1378.85,101368.7,-416.5,213.8
2509,1379.4,101420.4,-413.8,214.3
2510,1379.95,101470.8,-419,213.4
2511,1380.5,101523.7,-417.4,213.7
2512,1381.05,101576.4,-419.1,213.4
2513,1381.6,101630,-413.2,214.4
2514,1382.15,101679.2,-418.5,213.5
2515,1382.7,101732.4,-414.6,214.2
2516,1383.25,101782.8,-420.5,213.2
2517,1383.8,101837.7,-417.9,213.6
2518,1384.35,101890.8,-417.2,213.7
2519,1384.9,101943.1,-416.3,213.9
2520,1385.45,101994.9,-416.2,213.9
2521,1386,102046.1,-414,214.3
2522,1386.55,102097.6,-421.3,213
2523,1387.1,102152.1,-420,213.3
2524,1387.65,102207.6,-421.5,213
2525,1388.2,102263.3,-419.9,213.3
2526,1388.75,102317.9,-415.9,213.9
2527,1389.3,102370.1,-416.7,213.8
2528,1389.85,102421.8,-413.2,214.4
2529,1390.4,102471.4,-411.7,214.6
2530,1390.95,102520.2,-414.7,214.1
2531,1391.5,102569.2,-407.1,215.4
2532,1392.05,102615.8,-411.1,214.7
2533,1392.6,102664.1,-417.5,213.7
2534,1393.15,102715.3,-413.7,214.3
2535,1393.7,102766.8,-419.5,213.3
2536,1394.25,102820.4,-417.3,213.7
2537,1394.8,102873.8,-418.6,213.5
2538,1395.35,102927.6,-415,214.1
2539,1395.9,102979,-418.3,213.5
2540,1396.45,103032.8,-416.5,213.8
2541,1397,103085.2,-416.5,213.8
2542,1397.55,103137.6,-416,213.9
2543,1398.1,103190.2,-420.6,213.2
2544,1398.65,103245.4,-418,213.6
2545,1399.2,103299.4,-416.9,213.8
2546,1399.75,103352.3,-415.9,213.9
2547,1400.3,103405.4,-419.9,213.3
2548,1400.85,103461.7,-427.6,212
2549,1401.4,103522.1,-418.9,213.4
2550,1401.95,103577.9,-419.5,213.3
2551,1402.5,103633.3,-421.3,213
2552,1403.05,103690.1,-419.7,213.3
2553,1403.6,103745.8,-419.1,213.4
2554,1404.15,103801.7,-423.2,212.7
2555,1404.7,103858.4,-416.4,213.9
2556,1405.25,103913.8,-423.6,212.7
2557,1405.8,103971.9,-424,212.6
2558,1406.35,104031.6,-423.8,212.6
2559,1406.9,104091,-422,212.9
2560,1407.45,104148.6,-419.3,213.4
2561,1408,104206,-426.3,212.2
2562,1408.55,104266.5,-425,212.4
2563,1409.1,104327.8,-427.9,212
2564,1409.65,104390.8,-422.3,212.9
2565,1410.2,104451.9,-432.5,211.2
2566,1410.75,104518.5,-431.1,211.4
2567,1411.3,104585.9,-428.2,211.9
2568,1411.85,104651.7,-434.8,210.8
2569,1412.4,104721.8,-432.6,211.2
2570,1412.95,104790.8,-429.4,211.7
2571,1413.5,104858,-434.5,210.9
2572,1414.05,104927.9,-425.7,212.3
2573,1414.6,104991.1,-432.1,211.3
2574,1415.15,105057.6,-424.9,212.4
2575,1415.7,105120.7,-428.3,211.9
2576,1416.25,105184.8,-425.1,212.4
2577,1416.8,105246.5,-424.8,212.5
2578,1417.35,105309.1,-431.5,211.4
2579,1417.9,105375.8,-427.8,212
2580,1418.45,105439.3,-418.2,213.5
2581,1419,105496.7,-424.7,212.5
2582,1419.55,105557.3,-426.5,212.2
2583,1420.1,105619.6,-423.7,212.6
2584,1420.65,105680.4,-423.7,212.6
2585,1421.2,105740.7,-422.6,212.8
2586,1421.75,105800.8,-425.4,212.4
2587,1422.3,105861.8,-422.4,212.9
2588,1422.85,105921.1,-418.4,213.5
2589,1423.4,105977.3,-420.3,213.2
2590,1423.95,106034.6,-420.2,213.2
2591,1424.5,106091.7,-418.7,213.5
2592,1425.05,106148.4,-421.8,213
2593,1425.6,106206.5,-420.8,213.1
2594,1426.15,106263.6,-415,214.1
2595,1426.7,106318.1,-420,213.2
2596,1427.25,106375,-423.9,212.6
2597,1427.8,106435.8,-424.6,212.5
2598,1428.35,106496.8,-420.2,213.2
2599,1428.9,106555,-419.7,213.3
2600,1429.45,106612.7,-422.1,212.9
2601,1430,106671.6,-420.3,213.2
2602,1430.55,106729.5,-418.8,213.4
2603,1431.1,106786.1,-419.5,213.3
2604,1431.65,106843.4,-420.4,213.2
2605,1432.2,106901.6,-422,212.9
2606,1432.75,106961,-422.6,212.8
2607,1433.3,107021,-421.8,212.9
2608,1433.85,107080.6,-422.7,212.8
2609,1434.4,107139.7,-412.2,214.5
2610,1434.95,107192.9,-417.9,213.6
2611,1435.5,107248.5,-420,213.2
2612,1436.05,107305.2,-415.7,213.9
2613,1436.6,107360.7,-418.1,213.6
2614,1437.15,107416.7,-418.7,213.5
2615,1437.7,107473.1,-414.7,214.1
2616,1438.25,107526.9,-414.7,214.1
2617,1438.8,107580.4,-416,213.9
2618,1439.35,107634.9,-413.1,214.4
2619,1439.9,107687.4,-414.7,214.1
2620,1440.45,107740.4,-411,214.7
2621,1441,107791.7,-412.6,214.5
2622,1441.55,107842.9,-409.1,215
2623,1442.1,107893.1,-413.4,214.3
2624,1442.65,107945.6,-416,213.9
2625,1443.2,108001.4,-422.2,212.9
2626,1443.75,108060.6,-420.1,213.2
2627,1444.3,108119.8,-418.9,213.4
2628,1444.85,108177.6,-415.3,214
2629,1445.4,108232.5,-420.1,213.2
2630,1445.95,108291,-416.9,213.7
2631,1446.5,108348.3,-421.2,213
2632,1447.05,108408.1,-423.2,212.7
2633,1447.6,108469.7,-421.6,213
2634,1448.15,108530.6,-420.5,213.1
2635,1448.7,108591.1,-426.3,212.2
2636,1449.25,108655,-421.5,213
2637,1449.8,108717.1,-424.5,212.5
2638,1450.35,108780.4,-420.8,213.1
2639,1450.9,108841.2,-424.9,212.4
2640,1451.45,108905,-425.2,212.4
2641,1452,108969.6,-424.7,212.4
2642,1452.55,109034.1,-429,211.7
2643,1453.1,109102.8,-428.9,211.8
2644,1453.65,109171.8,-429.9,211.6
2645,1454.2,109241.8,-430.4,211.5
2646,1454.75,109312.3,-429.9,211.6
2647,1455.3,109382.6,-430.8,211.4
2648,1455.85,109454.2,-432.6,211.1
2649,1456.4,109527.4,-433.1,211.1
2650,1456.95,109602.2,-436.9,210.4
2651,1457.5,109680.2,-430,211.6
2652,1458.05,109751.7,-433.7,211
2653,1458.6,109825.8,-431.1,211.4
2654,1459.15,109898.4,-433.2,211
2655,1459.7,109972.2,-430.1,211.5
2656,1460.25,110044.3,-435.2,210.7
2657,1460.8,110120,-430.6,211.5
2658,1461.35,110192.4,-430.8,211.4
2659,1461.9,110265.6,-438.6,210.1
2660,1462.45,110344.6,-430,211.6
2661,1463,110416.7,-427,212
2662,1463.55,110485.3,-429.7,211.6
2663,1464.1,110555.8,-428.7,211.8
2664,1464.65,110625.6,-424.6,212.4
2665,1465.2,110692.9,-434.6,210.8
2666,1465.75,110767.2,-427.2,212
2667,1466.3,110836.8,-426.1,212.2
2668,1466.85,110904.1,-425.9,212.2
2669,1467.4,110971.2,-426.1,212.2
2670,1467.95,111038.5,-424.9,212.4
2671,1468.5,111104.3,-422.5,212.8
2672,1469.05,111169.8,-432.3,211.2
2673,1469.6,111242.3,-426.6,212.1
2674,1470.15,111309.7,-418,213.5
2675,1470.7,111371.5,-424.7,212.4
2676,1471.25,111437.6,-431.2,211.3
2677,1471.8,111509.7,-426.4,212.1
2678,1472.35,111578.8,-426.2,212.2
2679,1472.9,111645.8,-419.5,213.3
2680,1473.45,111708.8,-423.5,212.6
2681,1474,111773.4,-424.4,212.5
2682,1474.55,111839.6,-424.4,212.5
2683,1475.1,111906.3,-426.3,212.1
2684,1475.65,111974.4,-425.4,212.3
2685,1476.2,112041.5,-421.6,212.9
2686,1476.75,112106.2,-424.7,212.4
2687,1477.3,112172.1,-421.8,212.9
2688,1477.85,112236.4,-422.6,212.8
2689,1478.4,112301.8,-425.8,212.2
2690,1478.95,112369.1,-423.1,212.7
2691,1479.5,112434.9,-422.9,212.7
2692,1480.05,112499.2,-417.8,213.5
2693,1480.6,112562.1,-427.6,211.9
2694,1481.15,112630.9,-427.9,211.9
2695,1481.7,112700.6,-421.4,212.9
2696,1482.25,112766.5,-425.8,212.2
2697,1482.8,112834.4,-424.5,212.4
2698,1483.35,112901,-420,213.2
2699,1483.9,112965.5,-426,212.2
2700,1484.45,113033.6,-426.3,212.1
2701,1485,113102.8,-425,212.3
2702,1485.55,113171.1,-424.6,212.4
2703,1486.1,113238.7,-422.5,212.8
2704,1486.65,113305.1,-425.9,212.2
2705,1487.2,113373.9,-427.4,211.9
2706,1487.75,113443.7,-420.5,213.1
2707,1488.3,113508.5,-421.3,212.9
2708,1488.85,113573.2,-424.6,212.4
2709,1489.4,113641.3,-427.6,211.9
2710,1489.95,113711.2,-421.4,212.9
2711,1490.5,113777,-418.7,213.4
2712,1491.05,113839.8,-423.5,212.6
2713,1491.6,113905.2,-418,213.5
2714,1492.15,113967.5,-416.8,213.7
2715,1492.7,114028.1,-420.1,213.1
2716,1493.25,114092,-422.6,212.7
2717,1493.8,114157.9,-421.9,212.8
2718,1494.35,114223.6,-421,213
2719,1494.9,114288.2,-418.6,213.4
2720,1495.45,114350.8,-418.7,213.4
2721,1496,114414.3,-424.7,212.4
2722,1496.55,114481.9,-413.4,214.2
2723,1497.1,114539.8,-416,213.8
2724,1497.65,114599.9,-418.1,213.5
2725,1498.2,114661,-415.4,213.9
2726,1498.75,114721.6,-420.4,213.1
2727,1499.3,114785.7,-422.1,212.8
2728,1499.85,114850.8,-416.7,213.7
2729,1500.4,114912.4,-414.9,214
2730,1500.95,114972.7,-422.6,212.7
2731,1501.5,115038,-414,214.1
2732,1502.05,115097.2,-412.8,214.3
2733,1502.6,115154.5,-411.4,214.5
2734,1503.15,115211.3,-413.6,214.2
2735,1503.7,115268.9,-412.7,214.3
2736,1504.25,115326.3,-411.5,214.5
2737,1504.8,115382.7,-411.8,214.5
2738,1505.35,115438.7,-406.6,215.3
2739,1505.9,115492.4,-413.5,214.2
2740,1506.45,115549.5,-412.4,214.4
2741,1507,115607.2,-413.2,214.2
2742,1507.55,115664.9,-412,214.4
2743,1508.1,115721.5,-406.8,215.3
2744,1508.65,115775,-413.3,214.2
2745,1509.2,115832.9,-414.7,214
2746,1509.75,115892.4,-414.5,214
2747,1510.3,115951.3,-411,214.6
2748,1510.85,116008.3,-411.4,214.5
2749,1511.4,116063.7,-404.6,215.7
2750,1511.95,116115.9,-405.9,215.4
2751,1512.5,116168.2,-409.9,214.8
2752,1513.05,116223.3,-412.1,214.4
2753,1513.6,116280.5,-408,215.1
2754,1514.15,116334.5,-409.7,214.8
2755,1514.7,116388.7,-400.7,216.3
2756,1515.25,116438.7,-410.8,214.6
2757,1515.8,116493.4,-406.6,215.3
2758,1516.35,116547.1,-408.2,215.1
2759,1516.9,116599.8,-402.3,216
2760,1517.45,116651.8,-410.8,214.6
2761,1518,116706.1,-407.9,215.1
2762,1518.55,116760.9,-409.4,214.9
2763,1519.1,116815.8,-408.6,215
2764,1519.65,116870.3,-406.6,215.3
2765,1520.2,116923.4,-405,215.6
2766,1520.75,116975.4,-409,214.9
2767,1521.3,117030.3,-411,214.6
2768,1521.85,117086.7,-405.1,215.6
2769,1522.4,117138.9,-403.9,215.8
2770,1522.95,117190.8,-411.1,214.6
2771,1523.5,117246.1,-405.7,215.5
2772,1524.05,117299.3,-405.2,215.6
2773,1524.6,117352.5,-410.9,214.6
2774,1525.15,117407,-404,215.8
2775,1525.7,117459.7,-405.9,215.4
2776,1526.25,117513.4,-413.8,214.1
2777,1526.8,117570.6,-404.9,215.6
2778,1527.35,117623.2,-400.4,216.4
2779,1527.9,117672.2,-402.9,215.9
2780,1528.45,117722,-401.7,216.1
2781,1529,117771.7,-403.1,215.9
2782,1529.55,117821.9,-401.8,216.1
2783,1530.1,117871.8,-405.3,215.5
2784,1530.65,117923.8,-404.6,215.7
2785,1531.2,117975.5,-402.9,215.9
2786,1531.75,118025.8,-399.1,216.6
2787,1532.3,118073.9,-403.7,215.8
2788,1532.85,118124.8,-406.1,215.4
2789,1533.4,118177.4,-397.6,216.8
2790,1533.95,118224.4,-400.6,216.3
2791,1534.5,118272.7,-398.4,216.7
2792,1535.05,118320.4,-401.8,216.1
2793,1535.6,118370.1,-405.3,215.5
2794,1536.15,118421,-395.6,217.1
2795,1536.7,118467.8,-399.3,216.5
2796,1537.25,118515,-398.9,216.6
2797,1537.8,118562.6,-399.3,216.5
2798,1538.35,118610.1,-397.9,216.8
2799,1538.9,118656.4,-393.9,217.4
